symbol,expiration_date,strike_price,type,underlying_ticker,exercise_style,primary_exchange,delta,gamma,theta,vega,rho
O:AAPL251128C00380000,2025-11-28,380.0,call,AAPL,american,BATO,1.0,5.221252001041075e-35,-0.051919485602252326,2.51304806578953e-33,0.19729404528855884
O:AAPL251128C00385000,2025-11-28,385.0,call,AAPL,american,BATO,1.0,1.5151512975138936e-33,-0.05260263672859775,7.292595792803283e-32,0.19989001956867145
O:AAPL251128C00390000,2025-11-28,390.0,call,AAPL,american,BATO,1.0,3.900466870981532e-32,-0.05328578785494318,1.8773391370195937e-30,0.2024859938487841
O:AAPL251128C00395000,2025-11-28,395.0,call,AAPL,american,BATO,1.0,8.943374860782559e-31,-0.05396893898128861,4.304548198600442e-29,0.20508196812889673
O:AAPL251128C00400000,2025-11-28,400.0,call,AAPL,american,BATO,1.0,1.8334927119000492e-29,-0.05465209010763403,8.824809283981868e-28,0.20767794240900933
O:AAPL251128P00110000,2025-11-28,110.0,put,AAPL,american,BATO,-0.0,0.0,0.0,0.0,-0.0
O:AAPL251128P00120000,2025-11-28,120.0,put,AAPL,american,BATO,-6.058423176925914e-297,7.098548869114901e-297,-1.8410179623203555e-295,3.4166124335474916e-295,-2.118730953854551e-297
O:AAPL251128P00125000,2025-11-28,125.0,put,AAPL,american,BATO,-3.592493666573933e-283,4.109794756211668e-283,-1.065802432819544e-281,1.9780910327312954e-281,-1.2563931920969227e-283
O:AAPL251128P00130000,2025-11-28,130.0,put,AAPL,american,BATO,-3.0057048932301646e-270,3.358557956357076e-270,-8.709180752436405e-269,1.6165122032765846e-268,-1.0512096927524937e-270
O:AAPL251128P00135000,2025-11-28,135.0,put,AAPL,american,BATO,-4.223987057396892e-258,4.611744437911283e-258,-1.1957965740336493e-256,2.2196851324735358e-256,-1.477335594320693e-258
O:AAPL251128P00140000,2025-11-28,140.0,put,AAPL,american,BATO,-1.1623903932287162e-246,1.240427790732533e-246,-3.216109892258603e-245,5.970320259643505e-245,-4.0655778343716603e-247
O:AAPL251128P00145000,2025-11-28,145.0,put,AAPL,american,BATO,-7.173613585596248e-236,7.484504867440818e-236,-1.9403919596536882e-234,3.602377452144452e-234,-2.509123647494628e-236
O:AAPL251128P00150000,2025-11-28,150.0,put,AAPL,american,BATO,-1.1198981567533141e-225,1.1426868025284918e-225,-2.962240091555434e-224,5.499881749290917e-224,-3.917207453631978e-226
O:AAPL251128P00155000,2025-11-28,155.0,put,AAPL,american,BATO,-4.9237096550467313e-216,4.914425398413186e-216,-1.273890422055212e-214,2.365368926741454e-214,-1.722283288827e-216
O:AAPL251128P00160000,2025-11-28,160.0,put,AAPL,american,BATO,-6.711053727674285e-207,6.553926675126469e-207,-1.698739516292196e-205,3.1544795675383844e-205,-2.3475623754868523e-207
O:AAPL251128P00165000,2025-11-28,165.0,put,AAPL,american,BATO,-3.091173230466022e-198,2.9543045027095926e-198,-7.656775847775904e-197,1.421940410998606e-196,-1.081344841762785e-198
O:AAPL251128P00170000,2025-11-28,170.0,put,AAPL,american,BATO,-5.200251944131122e-190,4.864744589398252e-190,-1.260711579166e-188,2.3414569874255684e-188,-1.8191976269527982e-190
O:AAPL251128P00175000,2025-11-28,175.0,put,AAPL,american,BATO,-3.427472383212473e-182,3.138981877639989e-182,-8.134091592996337e-181,1.5108277352977171e-180,-1.1990692862967437e-182
O:AAPL251128P00180000,2025-11-28,180.0,put,AAPL,american,BATO,-9.431737259607313e-175,8.457741197702318e-175,-2.191485998915508e-173,4.0708071844829965e-173,-3.2997195508372065e-175
O:AAPL251128P00185000,2025-11-28,185.0,put,AAPL,american,BATO,-1.1480830537516488e-167,1.008198820975069e-167,-2.6121254696124247e-166,4.852575773928345e-166,-4.0167414336308416e-168
O:AAPL251128P00190000,2025-11-28,190.0,put,AAPL,american,BATO,-6.515983188632894e-161,5.604274319498994e-161,-1.4518783531183817e-159,2.697401070847123e-159,-2.279795967462167e-161
O:AAPL251128P00195000,2025-11-28,195.0,put,AAPL,american,BATO,-1.8092054213919835e-154,1.5242093362619262e-154,-3.9483704218542835e-153,7.336193165140513e-153,-6.330231549396146e-155
O:AAPL251128P00200000,2025-11-28,200.0,put,AAPL,american,BATO,-2.568057352742921e-148,2.1194550454916755e-148,-5.489835280193175e-147,1.0201178570846025e-146,-8.985709367428862e-149
O:AAPL251128P00205000,2025-11-28,205.0,put,AAPL,american,BATO,-1.9402496261069382e-142,1.5688458156701189e-142,-4.0632783886799344e-141,7.55103362527928e-141,-6.789244444582226e-143
O:AAPL251128P00210000,2025-11-28,210.0,put,AAPL,american,BATO,-8.097619265314267e-137,6.4153269149033535e-137,-1.661405591496942e-135,3.0877699240892384e-135,-2.833594130424673e-137
O:AAPL251128P00215000,2025-11-28,215.0,put,AAPL,american,BATO,-1.9317110690250022e-131,1.4995931130113424e-131,-3.8832039117777984e-130,7.217712478487987e-130,-6.759883173686852e-132
O:AAPL251128P00220000,2025-11-28,220.0,put,AAPL,american,BATO,-2.71834112047186e-126,2.0679104208494556e-126,-5.354361123122781e-125,9.953088420757215e-125,-9.513010947626369e-127
O:AAPL251128P00225000,2025-11-28,225.0,put,AAPL,american,BATO,-2.323269336155275e-121,1.731993631163914e-121,-4.484155551925485e-120,8.336282646170667e-120,-8.130755895977567e-122
O:AAPL251128P00230000,2025-11-28,230.0,put,AAPL,american,BATO,-1.2389366495550087e-116,9.051763770782032e-117,-2.343285826391444e-115,4.3567170156912275e-115,-4.33608808776191e-117
O:AAPL251128P00235000,2025-11-28,235.0,put,AAPL,american,BATO,-4.226910765744186e-112,3.026628240704951e-112,-7.834440951227087e-111,1.4567506499688115e-110,-1.4794150602098158e-112
O:AAPL251128P00240000,2025-11-28,240.0,put,AAPL,american,BATO,-9.443213337121449e-108,6.6270220127716e-108,-1.7152340558286865e-106,3.1896611862096735e-106,-3.3052556484680377e-108
O:AAPL251128P00245000,2025-11-28,245.0,put,AAPL,american,BATO,-1.4116736674156581e-103,9.709627780013721e-104,-2.512827871383516e-102,4.673354457366634e-102,-4.941265850739839e-104
O:AAPL251128P00250000,2025-11-28,250.0,put,AAPL,american,BATO,-1.4408539925516898e-99,9.713178270657742e-100,-2.51348211496425e-98,4.675063348958877e-98,-5.043626293082819e-100
O:AAPL251128P00255000,2025-11-28,255.0,put,AAPL,american,BATO,-1.0231599809885727e-95,6.760176116294519e-96,-1.7491449213927508e-94,3.25374977305503e-94,-3.5816724957494174e-96
O:AAPL251128P00260000,2025-11-28,260.0,put,AAPL,american,BATO,-5.1443986176897545e-92,3.3313379492245653e-92,-8.618642033847778e-91,1.603410903768058e-90,-1.800929606304436e-92
O:AAPL251128P00265000,2025-11-28,265.0,put,AAPL,american,BATO,-1.861787068454083e-88,1.1816173801383055e-88,-3.056668726947054e-87,5.68725905408851e-87,-6.517969824888699e-89
O:AAPL251128P00270000,2025-11-28,270.0,put,AAPL,american,BATO,-4.925086069574509e-85,3.0634677899788865e-85,-7.9238294088850205e-84,1.4744819446906451e-83,-1.724315775944573e-85
O:AAPL251128P00275000,2025-11-28,275.0,put,AAPL,american,BATO,-9.661699274042839e-82,5.889687061407289e-82,-1.5232220337408377e-80,2.834773474795699e-80,-3.382809806435081e-82
O:AAPL251128P00280000,2025-11-28,280.0,put,AAPL,american,BATO,-1.4247299733185379e-78,8.511259091105e-79,-2.200963563775268e-77,4.096565956224702e-77,-4.988594223759864e-79
O:AAPL251128P00285000,2025-11-28,285.0,put,AAPL,american,BATO,-1.5994845081049608e-75,9.36362369083206e-76,-2.421083949707798e-74,4.506818747751419e-74,-5.600769425830705e-76
O:AAPL251128P00290000,2025-11-28,290.0,put,AAPL,american,BATO,-1.3835583068570961e-72,7.936718181550065e-73,-2.0518824068407916e-71,3.820032871595557e-71,-4.8449317454406814e-73
O:AAPL251128P00295000,2025-11-28,295.0,put,AAPL,american,BATO,-9.3257379433838e-70,5.241794640254873e-70,-1.3549891766849876e-68,2.522935472053804e-68,-3.2658517769322465e-70
O:AAPL251128P00300000,2025-11-28,300.0,put,AAPL,american,BATO,-4.950564049937918e-67,2.726310450295729e-67,-7.046510394539233e-66,1.3122042763864607e-65,-1.7337702963415706e-67
O:AAPL251128P00305000,2025-11-28,305.0,put,AAPL,american,BATO,-2.0905888916980403e-64,1.1279255098407569e-64,-2.914880562629181e-63,5.428833966057951e-63,-7.321999477331566e-65
O:AAPL251128P00310000,2025-11-28,310.0,put,AAPL,american,BATO,-7.089892377901753e-62,3.7471984130471075e-62,-9.6824914532905e-61,1.8035692822640966e-60,-2.4832787446256345e-62
O:AAPL251128P00315000,2025-11-28,315.0,put,AAPL,american,BATO,-1.9483053544950184e-59,1.0086493385630212e-59,-2.6059087004666206e-58,4.854744166399695e-58,-6.824459230574544e-60
O:AAPL251128P00320000,2025-11-28,320.0,put,AAPL,american,BATO,-4.375224806997905e-57,2.2184890867200286e-57,-5.730773442470406e-56,1.0677840692702257e-55,-1.5326310768272123e-57
O:AAPL251128P00325000,2025-11-28,325.0,put,AAPL,american,BATO,-8.093824200726441e-55,4.01919176496521e-55,-1.0380779240017211e-53,1.9344827809439358e-53,-2.8354221560620236e-55
O:AAPL251128P00330000,2025-11-28,330.0,put,AAPL,american,BATO,-1.242850353059554e-52,6.043420090619679e-53,-1.5606573088940682e-51,2.908766932999427e-51,-4.354218403373785e-53
O:AAPL251128P00335000,2025-11-28,335.0,put,AAPL,american,BATO,-1.5956101706191206e-50,7.596565156140826e-51,-1.9614342232756666e-49,3.656313345626172e-49,-5.590444032838951e-51
O:AAPL251128P00340000,2025-11-28,340.0,put,AAPL,american,BATO,-1.7244455225702682e-48,8.037307032779119e-49,-2.0748984574238797e-47,3.8684474315460746e-47,-6.042238865707232e-49
O:AAPL251128P00345000,2025-11-28,345.0,put,AAPL,american,BATO,-1.5790997976770887e-46,7.20413459549653e-47,-1.8594988676164355e-45,3.467432046430652e-45,-5.533344247673774e-47
O:AAPL251128P00350000,2025-11-28,350.0,put,AAPL,american,BATO,-1.2327926776761361e-44,5.5044051420676046e-45,-1.4205293587034783e-43,2.6493328980935573e-43,-4.320148677643667e-45
O:AAPL251128P00355000,2025-11-28,355.0,put,AAPL,american,BATO,-8.253588444474062e-43,3.606156044214423e-43,-9.304817746729767e-42,1.7356839834662835e-41,-2.8925632479052204e-43
O:AAPL251128P00360000,2025-11-28,360.0,put,AAPL,american,BATO,-4.765372145728656e-41,2.0370859781156477e-41,-5.255256948826774e-40,9.80472686652503e-40,-1.6702027567469935e-41
O:AAPL251128P00365000,2025-11-28,365.0,put,AAPL,american,BATO,-2.3854236950522898e-39,9.975036269421202e-40,-2.5728704216567997e-38,4.801098586708907e-38,-8.361249407021158e-40
O:AAPL251128P00370000,2025-11-28,370.0,put,AAPL,american,BATO,-1.0405280373072238e-37,4.255599477224071e-38,-1.097439250683615e-36,2.0482685058833558e-36,-3.647486655836446e-38
O:AAPL251128P00375000,2025-11-28,375.0,put,AAPL,american,BATO,-3.974333319451142e-36,1.5894494571004083e-36,-4.0980771097562e-35,7.650201298539041e-35,-1.3932836368287884e-36
O:AAPL251128P00380000,2025-11-28,380.0,put,AAPL,american,BATO,-1.3353758798474467e-34,5.221252001041075e-35,-1.3459190348892796e-33,2.51304806578953e-33,-4.681825255451475e-35
O:AAPL251128P00385000,2025-11-28,385.0,put,AAPL,american,BATO,-3.9644902964502424e-33,1.5151512975138936e-33,-3.9048848522917593e-32,7.292595792803283e-32,-1.3900698023213156e-33
O:AAPL251128P00390000,2025-11-28,390.0,put,AAPL,american,BATO,-1.0443502181273358e-31,3.900466870981532e-32,-1.0050176568515995e-30,1.8773391370195937e-30,-3.662133734092455e-32
O:AAPL251128P00395000,2025-11-28,395.0,put,AAPL,american,BATO,-2.4509229505905635e-30,8.943374860782559e-31,-2.303881604033147e-29,4.304548198600442e-29,-8.59523504806202e-31
O:AAPL251128P00400000,2025-11-28,400.0,put,AAPL,american,BATO,-5.144123795958229e-29,1.8334927119000492e-29,-4.722110172252364e-28,8.824809283981868e-28,-1.8041843410953719e-29
O:AAPL251205C00110000,2025-12-05,110.0,call,AAPL,american,BATO,1.0,2.551293868572488e-240,-0.015014920005806008,1.680375623664267e-238,0.07807758403019124
O:AAPL251205C00120000,2025-12-05,120.0,call,AAPL,american,BATO,1.0,4.621317370332189e-218,-0.016379912733606554,3.043768949543816e-216,0.08517554621475408
O:AAPL251205C00125000,2025-12-05,125.0,call,AAPL,american,BATO,1.0,5.37194818371001e-208,-0.017062409097506826,3.538161907058006e-206,0.0887245273070355
O:AAPL251205C00130000,2025-12-05,130.0,call,AAPL,american,BATO,1.0,1.4920939411851522e-198,-0.017744905461407102,9.827477413989778e-197,0.09227350839931692
O:AAPL251205C00135000,2025-12-05,135.0,call,AAPL,american,BATO,1.0,1.1248641875212182e-189,-0.018427401825307374,7.408767699901131e-188,0.09582248949159836
O:AAPL251205C00140000,2025-12-05,140.0,call,AAPL,american,BATO,1.0,2.5748054198456025e-181,-0.019109898189207646,1.6958611928182346e-179,0.09937147058387975
O:AAPL251205C00145000,2025-12-05,145.0,call,AAPL,american,BATO,1.0,1.975987522129503e-173,-0.01979239455310792,1.301457784127792e-171,0.10292045167616118
O:AAPL251205C00150000,2025-12-05,150.0,call,AAPL,american,BATO,1.0,5.551960730567845e-166,-0.020474890917008194,3.6567247662486944e-164,0.1064694327684426
O:AAPL251205C00155000,2025-12-05,155.0,call,AAPL,american,BATO,1.0,6.177413463388684e-159,-0.021157387280908466,4.0686708532646893e-157,0.11001841386072403
O:AAPL251205C00160000,2025-12-05,160.0,call,AAPL,american,BATO,1.0,2.9198021795190027e-152,-0.02183988364480874,1.923088699746988e-150,0.11356739495300543
O:AAPL251205C00165000,2025-12-05,165.0,call,AAPL,american,BATO,1.0,6.243964452487796e-146,-0.022522380008709014,4.1125037731766034e-144,0.11711637604528687
O:AAPL251205C00170000,2025-12-05,170.0,call,AAPL,american,BATO,1.0,6.394185966518481e-140,-0.023204876372609286,4.2114451665756883e-138,0.12066535713756829
O:AAPL251205C00175000,2025-12-05,175.0,call,AAPL,american,BATO,1.0,3.300707830343815e-134,-0.023887372736509562,2.1739671181238245e-132,0.12421433822984969
O:AAPL251205C00180000,2025-12-05,180.0,call,AAPL,american,BATO,1.0,8.997339500236418e-129,-0.02456986910040983,5.92597746589197e-127,0.12776331932213114
O:AAPL251205C00185000,2025-12-05,185.0,call,AAPL,american,BATO,1.0,1.3509824650772345e-123,-0.025252365464310103,8.898065527762411e-122,0.13131230041441255
O:AAPL251205C00190000,2025-12-05,190.0,call,AAPL,american,BATO,1.0,1.161245072023051e-118,-0.02593486182821038,7.648385535530671e-117,0.13486128150669396
O:AAPL251205C00195000,2025-12-05,195.0,call,AAPL,american,BATO,1.0,5.918282840608538e-114,-0.02661735819211065,3.897997930310371e-112,0.13841026259897538
O:AAPL251205C00200000,2025-12-05,200.0,call,AAPL,american,BATO,1.0,1.8468495438295718e-109,-0.027299854556010927,1.216402779881689e-107,0.14195924369125681
O:AAPL251205C00205000,2025-12-05,205.0,call,AAPL,american,BATO,1.0,3.6344801235627114e-105,-0.0279823509199112,2.393801780170566e-103,0.14550822478353823
O:AAPL251205C00210000,2025-12-05,210.0,call,AAPL,american,BATO,1.0,4.634509511609537e-101,-0.028664847283811468,3.0524577771616217e-99,0.14905720587581964
O:AAPL251205C00215000,2025-12-05,215.0,call,AAPL,american,BATO,1.0,3.926100785713474e-97,-0.029347343647711743,2.5858738335201708e-95,0.15260618696810105
O:AAPL251205C00220000,2025-12-05,220.0,call,AAPL,american,BATO,1.0,2.261116066325023e-93,-0.030029840011612016,1.4892538907147265e-91,0.1561551680603825
O:AAPL251205C00225000,2025-12-05,225.0,call,AAPL,american,BATO,1.0,9.043550514642085e-90,-0.03071233637551229,5.956413733194853e-88,0.1597041491526639
O:AAPL251205C00230000,2025-12-05,230.0,call,AAPL,american,BATO,1.0,2.5619815635221625e-86,-0.03139483273941256,1.6874149311653825e-84,0.16325313024494534
O:AAPL251205C00235000,2025-12-05,235.0,call,AAPL,american,BATO,1.0,5.2357525306969804e-83,-0.03207732910331284,3.4484584596459743e-81,0.16680211133722675
O:AAPL251205C00240000,2025-12-05,240.0,call,AAPL,american,BATO,1.0,7.851072483138225e-80,-0.03275982546721311,5.171004008122525e-78,0.17035109242950816
O:AAPL251205C00245000,2025-12-05,245.0,call,AAPL,american,BATO,1.0,8.775911431737295e-77,-0.033442321831113384,5.780136826644411e-75,0.1739000735217896
O:AAPL251205C00250000,2025-12-05,250.0,call,AAPL,american,BATO,1.0,7.421067270439025e-74,-0.03412481819501365,4.88778681924079e-72,0.177449054614071
O:AAPL251205C00255000,2025-12-05,255.0,call,AAPL,american,BATO,1.0,4.813047081730684e-71,-0.03480731455891393,3.1700491626289843e-69,0.18099803570635242
O:AAPL251205C00260000,2025-12-05,260.0,call,AAPL,american,BATO,1.0,2.425099044477886e-68,-0.035489810922814204,1.5972590886177495e-66,0.18454701679863383
O:AAPL251205C00265000,2025-12-05,265.0,call,AAPL,american,BATO,1.0,9.607497582270077e-66,-0.03617230728671447,6.327849935489046e-64,0.18809599789091525
O:AAPL251205C00270000,2025-12-05,270.0,call,AAPL,american,BATO,1.0,3.026546487427556e-63,-0.03685480365061475,1.993394412148048e-61,0.1916449789831967
O:AAPL251205C00275000,2025-12-05,275.0,call,AAPL,american,BATO,1.0,7.661625565854824e-61,-0.03753730001451502,5.046227326885294e-59,0.19519396007547812
O:AAPL251205C00280000,2025-12-05,280.0,call,AAPL,american,BATO,1.0,1.5740935498032938e-58,-0.03821979637841529,1.0367556881781675e-56,0.1987429411677595
O:AAPL251205C00285000,2025-12-05,285.0,call,AAPL,american,BATO,1.0,2.649211496451953e-56,-0.03890229274231557,1.7448677611802572e-54,0.20229192226004095
O:AAPL251205C00290000,2025-12-05,290.0,call,AAPL,american,BATO,1.0,3.684513528976348e-54,-0.03958478910621584,2.4267556142473238e-52,0.20584090335232236
O:AAPL251205C00295000,2025-12-05,295.0,call,AAPL,american,BATO,1.0,4.269730118699585e-52,-0.04026728547011611,2.812200703128867e-50,0.20938988444460377
O:AAPL251205C00300000,2025-12-05,300.0,call,AAPL,american,BATO,1.0,4.154811688383885e-50,-0.04094978183401639,2.7365112142028772e-48,0.2129388655368852
O:AAPL251205C00305000,2025-12-05,305.0,call,AAPL,american,BATO,1.0,3.4199221577510103e-48,-0.04163227819791666,2.2524860422800096e-46,0.21648784662916665
O:AAPL251205C00310000,2025-12-05,310.0,call,AAPL,american,BATO,1.0,2.39773556970585e-46,-0.04231477456181693,1.5792365015092683e-44,0.22003682772144806
O:AAPL251205C00315000,2025-12-05,315.0,call,AAPL,american,BATO,1.0,1.4412790319796439e-44,-0.0429972709257172,9.49279180289855e-43,0.22358580881372944
O:AAPL251205C00320000,2025-12-05,320.0,call,AAPL,american,BATO,1.0,7.473856007311064e-43,-0.04367976728961748,4.922555415574005e-41,0.22713478990601085
O:AAPL251205C00325000,2025-12-05,325.0,call,AAPL,american,BATO,1.0,3.363074136279104e-41,-0.04436226365351775,2.2150438523732925e-39,0.23068377099829232
O:AAPL251205C00330000,2025-12-05,330.0,call,AAPL,american,BATO,1.0,1.3204895390376145e-39,-0.04504476001741803,8.697227943968724e-38,0.23423275209057373
O:AAPL251205C00335000,2025-12-05,335.0,call,AAPL,american,BATO,1.0,4.548072749097817e-38,-0.0457272563813183,2.9955273582466026e-36,0.23778173318285514
O:AAPL251205C00340000,2025-12-05,340.0,call,AAPL,american,BATO,1.0,1.3809701688162428e-36,-0.04640975274521857,9.095575532366037e-35,0.24133071427513658
O:AAPL251205C00345000,2025-12-05,345.0,call,AAPL,american,BATO,1.0,3.7142153817211424e-35,-0.04709224910911885,2.446318342769046e-33,0.24487969536741797
O:AAPL251205C00350000,2025-12-05,350.0,call,AAPL,american,BATO,1.0,8.888633000529157e-34,-0.047774745473019124,5.854379382075716e-32,0.24842867645969938
O:AAPL251205C00355000,2025-12-05,355.0,call,AAPL,american,BATO,1.0,1.9008651840896927e-32,-0.048457241836919386,1.2519794597411955e-30,0.2519776575519808
O:AAPL251205C00360000,2025-12-05,360.0,call,AAPL,american,BATO,1.0,3.6474510551724715e-31,-0.04913973820081966,2.4023449109959664e-29,0.2555266386442623
O:AAPL251205C00365000,2025-12-05,365.0,call,AAPL,american,BATO,1.0,6.304320422821899e-30,-0.04982223456471993,4.152256426738531e-28,0.2590756197365437
O:AAPL251205C00370000,2025-12-05,370.0,call,AAPL,american,BATO,1.0,9.851607209556193e-29,-0.050504730928620206,6.488629480427502e-27,0.2626246008288251
O:AAPL251205C00375000,2025-12-05,375.0,call,AAPL,american,BATO,1.0,1.396787907047459e-27,-0.05118722729252048,9.199756952125848e-26,0.2661735819211065
O:AAPL251205C00380000,2025-12-05,380.0,call,AAPL,american,BATO,1.0,1.8029037676044933e-26,-0.05186972365642076,1.1874584814450119e-24,0.26972256301338793
O:AAPL251205C00385000,2025-12-05,385.0,call,AAPL,american,BATO,1.0,2.1253530293388316e-25,-0.052552220020321026,1.399835380069431e-23,0.27327154410566934
O:AAPL251205C00390000,2025-12-05,390.0,call,AAPL,american,BATO,1.0,2.2953092290348086e-24,-0.0532347163842213,1.5117747605452406e-22,0.27682052519795075
O:AAPL251205C00395000,2025-12-05,395.0,call,AAPL,american,BATO,1.0,2.2776079137440212e-23,-0.05391721274812158,1.5001160257017797e-21,0.2803695062902322
O:AAPL251205C00400000,2025-12-05,400.0,call,AAPL,american,BATO,1.0,2.0824020443411193e-22,-0.05459970911202185,1.3715462875851894e-20,0.28391848738251363
O:AAPL251205P00110000,2025-12-05,110.0,put,AAPL,american,BATO,-2.833967856298414e-240,2.551293868572488e-240,-6.610762245456657e-239,1.680375623664267e-238,-1.356742484430058e-240
O:AAPL251205P00120000,2025-12-05,120.0,put,AAPL,american,BATO,-5.39157395330925e-218,4.621317370332189e-218,-1.1972103529026325e-216,3.043768949543816e-216,-2.5813934081995646e-218
O:AAPL251205P00125000,2025-12-05,125.0,put,AAPL,american,BATO,-6.418793887853766e-208,5.37194818371001e-208,-1.391530980914847e-206,3.538161907058006e-206,-3.0733377320086677e-208
O:AAPL251205P00130000,2025-12-05,130.0,put,AAPL,american,BATO,-1.825244934552781e-198,1.4920939411851522e-198,-3.8646778653860126e-197,9.827477413989778e-197,-8.73969684612212e-199
O:AAPL251205P00135000,2025-12-05,135.0,put,AAPL,american,BATO,-1.4082327213312982e-189,1.1248641875212182e-189,-2.913217601905007e-188,7.408767699901131e-188,-6.743232817891598e-190
O:AAPL251205P00140000,2025-12-05,140.0,put,AAPL,american,BATO,-3.297821651953179e-181,2.5748054198456025e-181,-6.66764623686929e-180,1.6958611928182346e-179,-1.579208806442404e-181
O:AAPL251205P00145000,2025-12-05,145.0,put,AAPL,american,BATO,-2.588488703856461e-173,1.975987522129503e-173,-5.116431864478427e-172,1.301457784127792e-171,-1.2395884243699028e-173
O:AAPL251205P00150000,2025-12-05,150.0,put,AAPL,american,BATO,-7.436516082287524e-166,5.551960730567845e-166,-1.4374202971251757e-164,3.6567247662486944e-164,-3.5613921440667014e-166
O:AAPL251205P00155000,2025-12-05,155.0,put,AAPL,american,BATO,-8.458288707702839e-159,6.177413463388684e-159,-1.5991821802228897e-157,4.0686708532646893e-157,-4.050904657345188e-159
O:AAPL251205P00160000,2025-12-05,160.0,put,AAPL,american,BATO,-4.085852721600845e-152,2.9198021795190027e-152,-7.55784610528261e-151,1.923088699746988e-150,-1.956913753013543e-152
O:AAPL251205P00165000,2025-12-05,165.0,put,AAPL,american,BATO,-8.927961277134626e-146,6.243964452487796e-146,-1.6160612232212473e-144,4.1125037731766034e-144,-4.276229135889026e-146
O:AAPL251205P00170000,2025-12-05,170.0,put,AAPL,american,BATO,-9.340210697254538e-140,6.394185966518481e-140,-1.6547592459164242e-138,4.2114451665756883e-138,-4.47388979703739e-140
O:AAPL251205P00175000,2025-12-05,175.0,put,AAPL,american,BATO,-4.924727497237205e-134,3.300707830343815e-134,-8.540989011158295e-133,2.1739671181238245e-132,-2.359016678327232e-134
O:AAPL251205P00180000,2025-12-05,180.0,put,AAPL,american,BATO,-1.370957115607046e-128,8.997339500236418e-129,-2.3279092245462075e-127,5.92597746589197e-127,-6.567395148785679e-129
O:AAPL251205P00185000,2025-12-05,185.0,put,AAPL,american,BATO,-2.1019934905195535e-123,1.3509824650772345e-123,-3.495037114694384e-122,8.898065527762411e-122,-1.006981291696167e-123
O:AAPL251205P00190000,2025-12-05,190.0,put,AAPL,american,BATO,-1.8446782228617084e-118,1.161245072023051e-118,-3.003830133129024e-117,7.648385535530671e-117,-8.837546541064724e-119
O:AAPL251205P00195000,2025-12-05,195.0,put,AAPL,american,BATO,-9.597460196007218e-114,5.918282840608538e-114,-1.5307202672272887e-112,3.897997930310371e-112,-4.5982098252562506e-114
O:AAPL251205P00200000,2025-12-05,200.0,put,AAPL,american,BATO,-3.057102903877716e-109,1.8468495438295718e-109,-4.7761664228567704e-108,1.216402779881689e-107,-1.464752419544903e-109
O:AAPL251205P00205000,2025-12-05,205.0,put,AAPL,american,BATO,-6.140416972027535e-105,3.6344801235627114e-105,-9.398038162617504e-104,2.393801780170566e-103,-2.9422127569411756e-105
O:AAPL251205P00210000,2025-12-05,210.0,put,AAPL,american,BATO,-7.990983282342693e-101,4.634509511609537e-101,-1.1982426421006654e-99,3.0524577771616217e-99,-3.8291187520273287e-101
O:AAPL251205P00215000,2025-12-05,215.0,put,AAPL,american,BATO,-6.90823609115477e-97,3.926100785713474e-97,-1.0149569022630314e-95,2.5858738335201708e-95,-3.3104616430957596e-97
O:AAPL251205P00220000,2025-12-05,220.0,put,AAPL,american,BATO,-4.059855935450633e-93,2.261116066325023e-93,-5.844578762762749e-92,1.4892538907147265e-91,-1.945607252926245e-93
O:AAPL251205P00225000,2025-12-05,225.0,put,AAPL,american,BATO,-1.6568596030765516e-89,9.043550514642085e-90,-2.337289611930878e-88,5.956413733194853e-88,-7.940609387319992e-90
O:AAPL251205P00230000,2025-12-05,230.0,put,AAPL,american,BATO,-4.789196628948326e-86,2.5619815635221625e-86,-6.62051412906444e-85,1.6874149311653825e-84,-2.2953810037123855e-86
O:AAPL251205P00235000,2025-12-05,235.0,put,AAPL,american,BATO,-9.985976531069561e-83,5.2357525306969804e-83,-1.3528071735670752e-81,3.4484584596459743e-81,-4.786379020116878e-83
O:AAPL251205P00240000,2025-12-05,240.0,put,AAPL,american,BATO,-1.5277551932928836e-79,7.851072483138225e-80,-2.0282697396684087e-78,5.171004008122525e-78,-7.32310397469024e-80
O:AAPL251205P00245000,2025-12-05,245.0,put,AAPL,american,BATO,-1.742298656606152e-76,8.775911431737295e-77,-2.266875750103016e-75,5.780136826644411e-75,-8.351979016813256e-77
O:AAPL251205P00250000,2025-12-05,250.0,put,AAPL,american,BATO,-1.5031354325826358e-73,7.421067270439025e-74,-1.916634884388912e-72,4.88778681924079e-72,-7.205941959125396e-74
O:AAPL251205P00255000,2025-12-05,255.0,put,AAPL,american,BATO,-9.946092119975226e-71,4.813047081730684e-71,-1.2428805437708318e-69,3.1700491626289843e-69,-4.7683869697098326e-71
O:AAPL251205P00260000,2025-12-05,260.0,put,AAPL,american,BATO,-5.112874250886582e-68,2.425099044477886e-68,-6.261432343192728e-67,1.5972590886177495e-66,-2.4513821989182897e-68
O:AAPL251205P00265000,2025-12-05,265.0,put,AAPL,american,BATO,-2.066593916680251e-65,9.607497582270077e-66,-2.480207671087892e-64,6.327849935489046e-64,-9.908970128026306e-66
O:AAPL251205P00270000,2025-12-05,270.0,put,AAPL,american,BATO,-6.642180694060864e-63,3.026546487427556e-63,-7.811909881775003e-62,1.993394412148048e-61,-3.185019468076347e-63
